ZIP,CBSA,RES_RATIO,BUS_RATIO,OTH_RATIO,TOT_RATIO
06269,25540,1.000000000,1.000000000,1.000000000,1.000000000
06277,49340,1.000000000,1.000000000,1.000000000,1.000000000
06278,49340,1.000000000,1.000000000,1.000000000,1.000000000
06279,25540,0.996232102,1.000000000,1.000000000,0.996465182
06279,49340,0.003767898,0.000000000,0.000000000,0.003534818
06280,49340,1.000000000,1.000000000,1.000000000,1.000000000
06281,49340,1.000000000,1.000000000,1.000000000,1.000000000
06282,49340,1.000000000,1.000000000,1.000000000,1.000000000
06320,35980,1.000000000,1.000000000,1.000000000,1.000000000
06330,35980,0.956055734,1.000000000,1.000000000,0.960952381
06330,49340,0.043944266,0.000000000,0.000000000,0.039047619
06331,49340,1.000000000,1.000000000,1.000000000,1.000000000
06332,49340,1.000000000,1.000000000,1.000000000,1.000000000
06333,35980,1.000000000,1.000000000,1.000000000,1.000000000
06334,35980,1.000000000,1.000000000,1.000000000,1.000000000
06335,35980,1.000000000,1.000000000,1.000000000,1.000000000
06336,35980,1.000000000,1.000000000,1.000000000,1.000000000
06338,35980,1.000000000,1.000000000,1.000000000,1.000000000
06339,35980,1.000000000,1.000000000,1.000000000,1.000000000
06340,35980,1.000000000,1.000000000,1.000000000,1.000000000
06349,35980,1.000000000,1.000000000,1.000000000,1.000000000
06350,35980,1.000000000,1.000000000,0.000000000,1.000000000
06351,35980,1.000000000,0.996884735,1.000000000,0.999873434
06351,49340,0.000000000,0.003115265,0.000000000,0.000126566
06353,35980,1.000000000,0.000000000,1.000000000,1.000000000
06354,49340,1.000000000,1.000000000,1.000000000,1.000000000
06355,35980,1.000000000,1.000000000,1.000000000,1.000000000
06357,35980,1.000000000,1.000000000,1.000000000,1.000000000
06359,35980,1.000000000,1.000000000,1.000000000,1.000000000
06360,35980,1.000000000,1.000000000,1.000000000,1.000000000
06365,35980,1.000000000,1.000000000,1.000000000,1.000000000
06370,35980,1.000000000,1.000000000,1.000000000,1.000000000
06371,35980,1.000000000,1.000000000,1.000000000,1.000000000
06372,35980,1.000000000,1.000000000,1.000000000,1.000000000
06373,49340,0.000000000,1.000000000,0.000000000,1.000000000
06374,35980,0.000925355,0.000000000,0.000000000,0.000844832
06374,49340,0.999074645,1.000000000,1.000000000,0.999155168
06375,35980,1.000000000,1.000000000,1.000000000,1.000000000
06376,35980,0.000000000,1.000000000,0.000000000,1.000000000
06377,49340,1.000000000,1.000000000,1.000000000,1.000000000
06378,35980,1.000000000,1.000000000,1.000000000,1.000000000
06379,35980,1.000000000,1.000000000,1.000000000,1.000000000
06380,35980,1.000000000,1.000000000,1.000000000,1.000000000
06382,35980,1.000000000,1.000000000,1.000000000,1.000000000
06383,35980,1.000000000,1.000000000,1.000000000,1.000000000
06384,35980,0.982938389,1.000000000,1.000000000,0.983561644
06384,49340,0.017061611,0.000000000,0.000000000,0.016438356
06385,35980,1.000000000,1.000000000,1.000000000,1.000000000
06387,49340,1.000000000,1.000000000,0.000000000,1.000000000
06388,35980,0.000000000,1.000000000,0.000000000,1.000000000
06389,35980,1.000000000,1.000000000,1.000000000,1.000000000
06390,35004,1.000000000,1.000000000,0.000000000,1.000000000
06401,35300,1.000000000,1.000000000,1.000000000,1.000000000
06403,35300,1.000000000,1.000000000,1.000000000,1.000000000
06404,14860,0.000000000,0.000000000,1.000000000,1.000000000
06405,35300,1.000000000,1.000000000,1.000000000,1.000000000
06408,35300,0.000000000,1.000000000,0.000000000,1.000000000
06409,25540,1.000000000,1.000000000,1.000000000,1.000000000
06410,35300,1.000000000,1.000000000,1.000000000,1.000000000
06411,35300,0.000000000,1.000000000,0.000000000,1.000000000
06412,25540,1.000000000,1.000000000,1.000000000,1.000000000
06413,25540,1.000000000,1.000000000,1.000000000,1.000000000
06414,25540,0.000000000,0.000000000,1.000000000,1.000000000
06415,25540,0.074113570,0.001766784,0.006211180,0.066626937
06415,35980,0.925886430,0.998233216,0.993788820,0.933373063
06416,25540,1.000000000,1.000000000,1.000000000,1.000000000
06417,25540,1.000000000,1.000000000,1.000000000,1.000000000
06418,14860,0.000163159,0.000000000,0.000000000,0.000136333
06418,35300,0.999836841,1.000000000,1.000000000,0.999863667
06419,25540,1.000000000,1.000000000,1.000000000,1.000000000
06420,25540,0.015217391,0.000000000,0.000000000,0.014007004
06420,35980,0.984782609,1.000000000,1.000000000,0.985992996
06422,25540,0.990234375,1.000000000,0.980392157,0.990685096
06422,35300,0.009765625,0.000000000,0.019607843,0.009314904
06423,25540,1.000000000,1.000000000,1.000000000,1.000000000
06424,25540,1.000000000,1.000000000,1.000000000,1.000000000
06426,25540,1.000000000,1.000000000,1.000000000,1.000000000
06437,35300,1.000000000,1.000000000,1.000000000,1.000000000
06438,25540,1.000000000,1.000000000,1.000000000,1.000000000
06439,35980,0.000000000,0.000000000,1.000000000,1.000000000
06440,14860,0.000000000,1.000000000,1.000000000,1.000000000
06441,25540,1.000000000,1.000000000,1.000000000,1.000000000
06442,25540,1.000000000,1.000000000,1.000000000,1.000000000
06443,35300,1.000000000,1.000000000,1.000000000,1.000000000
06444,25540,1.000000000,1.000000000,1.000000000,1.000000000
06447,25540,1.000000000,1.000000000,1.000000000,1.000000000
06450,35300,1.000000000,1.000000000,1.000000000,1.000000000
06451,25540,0.006414618,0.000000000,0.000000000,0.005682307
06451,35300,0.993585382,1.000000000,1.000000000,0.994317693
06455,25540,1.000000000,1.000000000,1.000000000,1.000000000
06456,25540,0.000000000,0.000000000,1.000000000,1.000000000
06457,25540,1.000000000,1.000000000,1.000000000,1.000000000
06459,25540,1.000000000,1.000000000,1.000000000,1.000000000
06460,35300,1.000000000,1.000000000,1.000000000,1.000000000
06461,35300,1.000000000,1.000000000,1.000000000,1.000000000
06467,25540,0.000000000,0.000000000,1.000000000,1.000000000
06468,14860,1.000000000,1.000000000,1.000000000,1.000000000
06469,25540,1.000000000,1.000000000,1.000000000,1.000000000
06470,14860,1.000000000,1.000000000,1.000000000,1.000000000
06471,35300,1.000000000,1.000000000,1.000000000,1.000000000
06472,35300,1.000000000,1.000000000,1.000000000,1.000000000
06473,35300,1.000000000,1.000000000,1.000000000,1.000000000
06475,25540,1.000000000,1.000000000,1.000000000,1.000000000
06477,35300,1.000000000,1.000000000,1.000000000,1.000000000
06478,35300,1.000000000,1.000000000,1.000000000,1.000000000
06479,25540,1.000000000,0.988505747,0.994219653,0.998853868
06479,35300,0.000000000,0.011494253,0.005780347,0.001146132
06480,25540,1.000000000,1.000000000,1.000000000,1.000000000
06481,25540,1.000000000,1.000000000,1.000000000,1.000000000
06482,14860,1.000000000,1.000000000,1.000000000,1.000000000
06483,35300,1.000000000,1.000000000,1.000000000,1.000000000
06484,14860,1.000000000,1.000000000,1.000000000,1.000000000
06487,35300,1.000000000,1.000000000,1.000000000,1.000000000
06488,35300,1.000000000,1.000000000,1.000000000,1.000000000
06489,25540,0.998649801,1.000000000,1.000000000,0.998801564
06489,35300,0.001350199,0.000000000,0.000000000,0.001198436
06491,14860,0.000000000,0.000000000,1.000000000,1.000000000
06492,35300,1.000000000,1.000000000,1.000000000,1.000000000
06493,35300,0.000000000,1.000000000,0.000000000,1.000000000
06494,35300,0.000000000,1.000000000,0.000000000,1.000000000
06495,35300,0.000000000,1.000000000,0.000000000,1.000000000
06498,25540,1.000000000,1.000000000,1.000000000,1.000000000
06501,35300,1.000000000,1.000000000,1.000000000,1.000000000
06502,35300,1.000000000,1.000000000,1.000000000,1.000000000
06503,35300,1.000000000,1.000000000,1.000000000,1.000000000
06504,35300,1.000000000,1.000000000,1.000000000,1.000000000
06505,35300,1.000000000,1.000000000,1.000000000,1.000000000
06506,35300,1.000000000,1.000000000,1.000000000,1.000000000
06507,35300,1.000000000,1.000000000,1.000000000,1.000000000
06508,35300,1.000000000,1.000000000,1.000000000,1.000000000
06509,35300,1.000000000,1.000000000,1.000000000,1.000000000
06510,35300,1.000000000,1.000000000,1.000000000,1.000000000
06511,35300,1.000000000,1.000000000,1.000000000,1.000000000
06512,35300,1.000000000,1.000000000,1.000000000,1.000000000
06513,35300,1.000000000,1.000000000,1.000000000,1.000000000
06514,35300,1.000000000,1.000000000,1.000000000,1.000000000
06515,35300,1.000000000,1.000000000,1.000000000,1.000000000
06516,35300,1.000000000,1.000000000,1.000000000,1.000000000
06517,35300,1.000000000,1.000000000,1.000000000,1.000000000
06518,35300,1.000000000,1.000000000,1.000000000,1.000000000
06519,35300,1.000000000,1.000000000,1.000000000,1.000000000
06520,35300,1.000000000,1.000000000,1.000000000,1.000000000
06521,35300,1.000000000,1.000000000,1.000000000,1.000000000
06524,35300,1.000000000,1.000000000,1.000000000,1.000000000
06525,35300,1.000000000,1.000000000,1.000000000,1.000000000
06530,35300,1.000000000,1.000000000,1.000000000,1.000000000
06531,35300,1.000000000,1.000000000,1.000000000,1.000000000
06532,35300,1.000000000,1.000000000,1.000000000,1.000000000
06533,35300,1.000000000,1.000000000,1.000000000,1.000000000
06534,35300,1.000000000,1.000000000,1.000000000,1.000000000
06535,35300,1.000000000,1.000000000,1.000000000,1.000000000
06536,35300,1.000000000,1.000000000,1.000000000,1.000000000
06537,35300,0.000000000,1.000000000,1.000000000,1.000000000
06538,35300,0.000000000,1.000000000,1.000000000,1.000000000
06540,35300,0.000000000,1.000000000,0.000000000,1.000000000
06601,14860,1.000000000,1.000000000,1.000000000,1.000000000
06602,14860,0.000000000,0.000000000,1.000000000,1.000000000
06604,14860,1.000000000,1.000000000,1.000000000,1.000000000
06605,14860,1.000000000,1.000000000,1.000000000,1.000000000
06606,14860,1.000000000,1.000000000,1.000000000,1.000000000
06607,14860,1.000000000,1.000000000,1.000000000,1.000000000
06608,14860,1.000000000,1.000000000,1.000000000,1.000000000
06610,14860,1.000000000,1.000000000,1.000000000,1.000000000
06611,14860,1.000000000,1.000000000,1.000000000,1.000000000
06612,14860,1.000000000,1.000000000,1.000000000,1.000000000
06614,14860,1.000000000,1.000000000,1.000000000,1.000000000
06615,14860,1.000000000,1.000000000,1.000000000,1.000000000
06673,14860,0.000000000,1.000000000,0.000000000,1.000000000
06699,14860,0.000000000,1.000000000,0.000000000,1.000000000
06701,35300,0.000000000,0.000000000,1.000000000,1.000000000
06702,35300,1.000000000,1.000000000,1.000000000,1.000000000
06703,35300,0.000000000,0.000000000,1.000000000,1.000000000
06704,35300,1.000000000,1.000000000,1.000000000,1.000000000
06705,35300,1.000000000,1.000000000,1.000000000,1.000000000
06706,35300,1.000000000,1.000000000,1.000000000,1.000000000
06708,35300,1.000000000,0.998810939,1.000000000,0.999931342
06708,45860,0.000000000,0.001189061,0.000000000,0.000068658
06710,35300,1.000000000,1.000000000,1.000000000,1.000000000
06712,35300,1.000000000,1.000000000,1.000000000,1.000000000
06716,35300,1.000000000,1.000000000,1.000000000,1.000000000
06720,35300,1.000000000,1.000000000,1.000000000,1.000000000
06721,35300,1.000000000,1.000000000,1.000000000,1.000000000
06722,35300,1.000000000,1.000000000,1.000000000,1.000000000
06723,35300,1.000000000,1.000000000,1.000000000,1.000000000
06724,35300,1.000000000,1.000000000,1.000000000,1.000000000
06749,35300,0.000000000,1.000000000,0.000000000,1.000000000
06750,45860,1.000000000,1.000000000,1.000000000,1.000000000
06751,45860,1.000000000,1.000000000,1.000000000,1.000000000
06752,45860,1.000000000,1.000000000,1.000000000,1.000000000
06753,45860,1.000000000,1.000000000,1.000000000,1.000000000
06754,45860,1.000000000,1.000000000,1.000000000,1.000000000
06755,45860,1.000000000,1.000000000,1.000000000,1.000000000
06756,45860,1.000000000,1.000000000,1.000000000,1.000000000
06757,45860,1.000000000,1.000000000,1.000000000,1.000000000
06758,45860,1.000000000,1.000000000,0.000000000,1.000000000
06759,45860,1.000000000,1.000000000,1.000000000,1.000000000
06762,35300,1.000000000,1.000000000,1.000000000,1.000000000
06763,45860,1.000000000,1.000000000,1.000000000,1.000000000
06770,35300,1.000000000,1.000000000,1.000000000,1.000000000
06776,45860,1.000000000,1.000000000,1.000000000,1.000000000
06777,45860,1.000000000,1.000000000,1.000000000,1.000000000
06778,45860,1.000000000,1.000000000,1.000000000,1.000000000
06779,35300,0.000585995,0.000000000,0.000000000,0.000540394
06779,45860,0.999414005,1.000000000,1.000000000,0.999459606
06781,45860,0.000000000,1.000000000,0.000000000,1.000000000
06782,45860,1.000000000,1.000000000,1.000000000,1.000000000
06783,45860,1.000000000,1.000000000,1.000000000,1.000000000
06784,14860,0.974547023,1.000000000,1.000000000,0.976209677
06784,45860,0.025452977,0.000000000,0.000000000,0.023790323
06785,45860,1.000000000,1.000000000,1.000000000,1.000000000
06786,25540,0.000478813,0.000000000,0.006944444,0.000661376
06786,45860,0.999521187,1.000000000,0.993055556,0.999338624
06787,45860,1.000000000,1.000000000,1.000000000,1.000000000
06790,45860,1.000000000,1.000000000,1.000000000,1.000000000
06791,45860,1.000000000,1.000000000,1.000000000,1.000000000
06792,45860,0.000000000,1.000000000,1.000000000,1.000000000
06793,45860,1.000000000,1.000000000,1.000000000,1.000000000
06794,45860,1.000000000,1.000000000,1.000000000,1.000000000
06795,45860,1.000000000,1.000000000,1.000000000,1.000000000
06796,45860,1.000000000,1.000000000,1.000000000,1.000000000
06798,45860,1.000000000,1.000000000,1.000000000,1.000000000
06801,14860,1.000000000,1.000000000,1.000000000,1.000000000
06804,14860,0.999738186,1.000000000,1.000000000,0.999774343
06804,45860,0.000261814,0.000000000,0.000000000,0.000225657
06807,14860,1.000000000,1.000000000,1.000000000,1.000000000
06810,14860,1.000000000,1.000000000,1.000000000,1.000000000
06811,14860,1.000000000,1.000000000,1.000000000,1.000000000
06812,14860,1.000000000,1.000000000,1.000000000,1.000000000
06813,14860,1.000000000,1.000000000,1.000000000,1.000000000
06816,14860,0.000000000,1.000000000,0.000000000,1.000000000
06820,14860,1.000000000,1.000000000,1.000000000,1.000000000
06824,14860,1.000000000,1.000000000,1.000000000,1.000000000
06825,14860,1.000000000,1.000000000,1.000000000,1.000000000
06828,14860,0.000000000,1.000000000,0.000000000,1.000000000
06829,14860,1.000000000,1.000000000,1.000000000,1.000000000
06830,14860,1.000000000,1.000000000,1.000000000,1.000000000
06831,14860,1.000000000,1.000000000,1.000000000,1.000000000
06836,14860,1.000000000,1.000000000,1.000000000,1.000000000
06838,14860,1.000000000,1.000000000,1.000000000,1.000000000
06840,14860,1.000000000,1.000000000,1.000000000,1.000000000
06850,14860,1.000000000,1.000000000,1.000000000,1.000000000
06851,14860,1.000000000,1.000000000,1.000000000,1.000000000
06852,14860,1.000000000,1.000000000,1.000000000,1.000000000
06853,14860,1.000000000,1.000000000,1.000000000,1.000000000
06854,14860,1.000000000,1.000000000,1.000000000,1.000000000
06855,14860,1.000000000,1.000000000,1.000000000,1.000000000
06856,14860,1.000000000,1.000000000,1.000000000,1.000000000
06858,14860,0.000000000,1.000000000,0.000000000,1.000000000
06870,14860,1.000000000,1.000000000,1.000000000,1.000000000
06875,14860,0.000000000,1.000000000,0.000000000,1.000000000
06876,14860,0.000000000,1.000000000,0.000000000,1.000000000
06877,14860,1.000000000,1.000000000,1.000000000,1.000000000
06878,14860,1.000000000,1.000000000,1.000000000,1.000000000
06880,14860,1.000000000,1.000000000,1.000000000,1.000000000
06881,14860,1.000000000,1.000000000,1.000000000,1.000000000
06883,14860,1.000000000,1.000000000,1.000000000,1.000000000
06888,14860,0.000000000,1.000000000,0.000000000,1.000000000
06889,14860,0.000000000,1.000000000,0.000000000,1.000000000
06890,14860,1.000000000,1.000000000,1.000000000,1.000000000
06896,14860,1.000000000,1.000000000,1.000000000,1.000000000
06897,14860,1.000000000,1.000000000,1.000000000,1.000000000
06901,14860,1.000000000,1.000000000,1.000000000,1.000000000
06902,14860,1.000000000,1.000000000,1.000000000,1.000000000
06903,14860,1.000000000,1.000000000,1.000000000,1.000000000
06904,14860,1.000000000,1.000000000,1.000000000,1.000000000
06905,14860,1.000000000,1.000000000,1.000000000,1.000000000
06906,14860,1.000000000,1.000000000,1.000000000,1.000000000
06907,14860,1.000000000,1.000000000,1.000000000,1.000000000
06910,14860,0.000000000,1.000000000,0.000000000,1.000000000
06911,14860,1.000000000,1.000000000,1.000000000,1.000000000
06912,14860,1.000000000,1.000000000,1.000000000,1.000000000
06921,14860,0.000000000,1.000000000,0.000000000,1.000000000
06922,14860,0.000000000,1.000000000,0.000000000,1.000000000
06926,14860,0.000000000,1.000000000,0.000000000,1.000000000
06927,14860,0.000000000,1.000000000,0.000000000,1.000000000
07001,35614,1.000000000,1.000000000,1.000000000,1.000000000
07002,35614,1.000000000,1.000000000,1.000000000,1.000000000
07003,35084,1.000000000,1.000000000,1.000000000,1.000000000
07004,35084,1.000000000,1.000000000,1.000000000,1.000000000
07005,35084,1.000000000,1.000000000,1.000000000,1.000000000
07006,35084,0.999408459,0.998876404,0.994884910,0.999212185
07006,35614,0.000591541,0.001123596,0.005115090,0.000787815
07007,35084,1.000000000,1.000000000,1.000000000,1.000000000
07008,35614,1.000000000,1.000000000,1.000000000,1.000000000
07009,35084,0.994695481,1.000000000,1.000000000,0.995331143
07009,35614,0.005304519,0.000000000,0.000000000,0.004668857
07010,35614,1.000000000,1.000000000,1.000000000,1.000000000
07011,35614,1.000000000,1.000000000,1.000000000,1.000000000
07012,35614,1.000000000,1.000000000,1.000000000,1.000000000
07013,35614,1.000000000,1.000000000,1.000000000,1.000000000
07014,35614,1.000000000,1.000000000,1.000000000,1.000000000
07015,35614,1.000000000,1.000000000,1.000000000,1.000000000
07016,35084,1.000000000,1.000000000,1.000000000,1.000000000
07017,35084,1.000000000,1.000000000,1.000000000,1.000000000
07018,35084,1.000000000,1.000000000,1.000000000,1.000000000
07019,35084,1.000000000,1.000000000,1.000000000,1.000000000
07020,35614,1.000000000,1.000000000,1.000000000,1.000000000
07021,35084,1.000000000,1.000000000,1.000000000,1.000000000
07022,35614,1.000000000,1.000000000,1.000000000,1.000000000
07023,35084,1.000000000,1.000000000,1.000000000,1.000000000
07024,35614,1.000000000,1.000000000,1.000000000,1.000000000
07026,35614,1.000000000,1.000000000,1.000000000,1.000000000
07027,35084,1.000000000,1.000000000,1.000000000,1.000000000
07028,35084,1.000000000,1.000000000,1.000000000,1.000000000
07029,35614,1.000000000,1.000000000,1.000000000,1.000000000
07030,35614,1.000000000,1.000000000,1.000000000,1.000000000
07031,35614,1.000000000,1.000000000,1.000000000,1.000000000
07032,35614,1.000000000,1.000000000,1.000000000,1.000000000
07033,35084,1.000000000,1.000000000,1.000000000,1.000000000
07034,35084,1.000000000,1.000000000,1.000000000,1.000000000
07035,35084,1.000000000,1.000000000,1.000000000,1.000000000
07036,35084,1.000000000,1.000000000,1.000000000,1.000000000
07039,35084,1.000000000,1.000000000,1.000000000,1.000000000
07040,35084,1.000000000,1.000000000,1.000000000,1.000000000
07041,35084,1.000000000,1.000000000,1.000000000,1.000000000
07042,35084,1.000000000,1.000000000,1.000000000,1.000000000
07043,35084,0.967656090,0.998191682,0.977941176,0.970936491
07043,35614,0.032343910,0.001808318,0.022058824,0.029063509
07044,35084,1.000000000,1.000000000,1.000000000,1.000000000
07045,35084,1.000000000,1.000000000,1.000000000,1.000000000
07046,35084,1.000000000,1.000000000,1.000000000,1.000000000
07047,35614,1.000000000,1.000000000,1.000000000,1.000000000
07050,35084,1.000000000,1.000000000,1.000000000,1.000000000
07051,35084,1.000000000,1.000000000,1.000000000,1.000000000
07052,35084,1.000000000,1.000000000,1.000000000,1.000000000
07054,35084,1.000000000,1.000000000,1.000000000,1.000000000
07055,35614,1.000000000,1.000000000,1.000000000,1.000000000
07057,35614,1.000000000,1.000000000,1.000000000,1.000000000
07058,35084,1.000000000,1.000000000,1.000000000,1.000000000
07059,35084,1.000000000,1.000000000,1.000000000,1.000000000
07060,35084,1.000000000,1.000000000,1.000000000,1.000000000
07061,35084,1.000000000,1.000000000,1.000000000,1.000000000
07062,35084,1.000000000,1.000000000,1.000000000,1.000000000
07063,35084,1.000000000,1.000000000,1.000000000,1.000000000
07064,35614,1.000000000,1.000000000,1.000000000,1.000000000
07065,35084,0.999758901,1.000000000,1.000000000,0.999784297
07065,35614,0.000241099,0.000000000,0.000000000,0.000215703
07066,35084,1.000000000,1.000000000,1.000000000,1.000000000
07067,35084,0.000732923,0.000000000,0.000000000,0.000683807
07067,35614,0.999267077,1.000000000,1.000000000,0.999316193
07068,35084,1.000000000,1.000000000,1.000000000,1.000000000
07069,35084,1.000000000,1.000000000,1.000000000,1.000000000
07070,35614,1.000000000,1.000000000,1.000000000,1.000000000
07071,35614,1.000000000,1.000000000,1.000000000,1.000000000
07072,35614,1.000000000,1.000000000,1.000000000,1.000000000
07073,35614,1.000000000,1.000000000,1.000000000,1.000000000
07074,35614,1.000000000,1.000000000,1.000000000,1.000000000
07075,35614,1.000000000,1.000000000,1.000000000,1.000000000
07076,35084,1.000000000,1.000000000,1.000000000,1.000000000
07077,35614,1.000000000,1.000000000,1.000000000,1.000000000
07078,35084,1.000000000,1.000000000,1.000000000,1.000000000
07079,35084,1.000000000,1.000000000,1.000000000,1.000000000
07080,35084,0.000114943,0.000000000,0.000000000,0.000092387
07080,35614,0.999885057,1.000000000,1.000000000,0.999907613
07081,35084,1.000000000,1.000000000,1.000000000,1.000000000
07082,35084,1.000000000,1.000000000,1.000000000,1.000000000
07083,35084,1.000000000,1.000000000,1.000000000,1.000000000
07086,35614,1.000000000,1.000000000,1.000000000,1.000000000
07087,35614,1.000000000,1.000000000,1.000000000,1.000000000
07088,35084,1.000000000,1.000000000,1.000000000,1.000000000
07090,35084,1.000000000,1.000000000,1.000000000,1.000000000
07091,35084,1.000000000,1.000000000,1.000000000,1.000000000
07092,35084,1.000000000,1.000000000,1.000000000,1.000000000
07093,35614,1.000000000,1.000000000,1.000000000,1.000000000
07094,35614,1.000000000,1.000000000,1.000000000,1.000000000
07095,35614,1.000000000,1.000000000,1.000000000,1.000000000
07096,35614,1.000000000,1.000000000,1.000000000,1.000000000
07097,35614,0.000000000,0.000000000,1.000000000,1.000000000
07099,35614,0.000000000,0.000000000,1.000000000,1.000000000
07101,35084,1.000000000,1.000000000,1.000000000,1.000000000
07102,35084,1.000000000,1.000000000,1.000000000,1.000000000
07103,35084,1.000000000,1.000000000,1.000000000,1.000000000
07104,35084,1.000000000,1.000000000,1.000000000,1.000000000
07105,35084,1.000000000,1.000000000,1.000000000,1.000000000
07106,35084,1.000000000,1.000000000,1.000000000,1.000000000
07107,35084,1.000000000,1.000000000,1.000000000,1.000000000
07108,35084,1.000000000,1.000000000,1.000000000,1.000000000
07109,35084,1.000000000,1.000000000,1.000000000,1.000000000
07110,35084,0.994675702,0.999092559,1.000000000,0.995305164
07110,35614,0.005324298,0.000907441,0.000000000,0.004694836
07111,35084,1.000000000,1.000000000,1.000000000,1.000000000
07112,35084,1.000000000,1.000000000,1.000000000,1.000000000
07114,35084,1.000000000,1.000000000,1.000000000,1.000000000
07175,35084,0.000000000,1.000000000,0.000000000,1.000000000
07201,35084,1.000000000,1.000000000,1.000000000,1.000000000
07202,35084,1.000000000,1.000000000,1.000000000,1.000000000
07203,35084,1.000000000,1.000000000,1.000000000,1.000000000
07204,35084,1.000000000,1.000000000,1.000000000,1.000000000
07205,35084,1.000000000,1.000000000,1.000000000,1.000000000
07206,35084,1.000000000,1.000000000,1.000000000,1.000000000
07207,35084,1.000000000,1.000000000,1.000000000,1.000000000
07208,35084,1.000000000,1.000000000,1.000000000,1.000000000
07302,35614,1.000000000,1.000000000,1.000000000,1.000000000
07303,35614,1.000000000,1.000000000,1.000000000,1.000000000
07304,35614,1.000000000,1.000000000,1.000000000,1.000000000
07305,35614,1.000000000,1.000000000,1.000000000,1.000000000
07306,35614,1.000000000,1.000000000,1.000000000,1.000000000
07307,35614,1.000000000,1.000000000,1.000000000,1.000000000
07310,35614,1.000000000,1.000000000,1.000000000,1.000000000
07311,35614,1.000000000,1.000000000,1.000000000,1.000000000
07399,35614,0.000000000,1.000000000,0.000000000,1.000000000
07401,35614,1.000000000,1.000000000,1.000000000,1.000000000
07403,35614,1.000000000,1.000000000,1.000000000,1.000000000
07405,35084,1.000000000,1.000000000,1.000000000,1.000000000
07407,35614,1.000000000,1.000000000,1.000000000,1.000000000
07410,35614,1.000000000,1.000000000,1.000000000,1.000000000
07416,35084,1.000000000,1.000000000,1.000000000,1.000000000
07417,35614,1.000000000,1.000000000,1.000000000,1.000000000
07418,35084,1.000000000,1.000000000,1.000000000,1.000000000
07419,35084,1.000000000,1.000000000,1.000000000,1.000000000
07420,35614,1.000000000,1.000000000,1.000000000,1.000000000
07421,35084,0.026234200,0.067164179,0.044444444,0.028850422
07421,35614,0.973765800,0.932835821,0.955555556,0.971149578
07422,35084,1.000000000,1.000000000,1.000000000,1.000000000
07423,35614,1.000000000,1.000000000,1.000000000,1.000000000
07424,35084,0.000625950,0.000000000,0.000000000,0.000513460
07424,35614,0.999374050,1.000000000,1.000000000,0.999486540
07428,35084,1.000000000,1.000000000,1.000000000,1.000000000
07430,35614,1.000000000,1.000000000,1.000000000,1.000000000
07432,35614,1.000000000,1.000000000,1.000000000,1.000000000
07435,35084,0.544688027,0.185840708,0.436619718,0.484828051
07435,35614,0.455311973,0.814159292,0.563380282,0.515171949
07436,35614,1.000000000,1.000000000,1.000000000,1.000000000
07438,35084,0.895078923,0.797927461,0.930434783,0.891897747
07438,35614,0.104921077,0.202072539,0.069565217,0.108102253
07439,35084,1.000000000,1.000000000,1.000000000,1.000000000
07440,35084,1.000000000,1.000000000,1.000000000,1.000000000
07442,35614,1.000000000,1.000000000,1.000000000,1.000000000
07444,35084,1.000000000,1.000000000,1.000000000,1.000000000
07446,35614,1.000000000,1.000000000,1.000000000,1.000000000
07450,35614,1.000000000,1.000000000,1.000000000,1.000000000
07451,35614,1.000000000,1.000000000,1.000000000,1.000000000
07452,35614,1.000000000,1.000000000,1.000000000,1.000000000
07456,35614,1.000000000,1.000000000,1.000000000,1.000000000
07457,35084,1.000000000,1.000000000,1.000000000,1.000000000
07458,35614,1.000000000,1.000000000,1.000000000,1.000000000
07460,35084,0.973664409,1.000000000,0.952380952,0.974304069
07460,35614,0.026335591,0.000000000,0.047619048,0.025695931
07461,35084,1.000000000,1.000000000,1.000000000,1.000000000
07462,35084,1.000000000,1.000000000,1.000000000,1.000000000
07463,35614,1.000000000,1.000000000,1.000000000,1.000000000
07465,35614,1.000000000,1.000000000,1.000000000,1.000000000
07470,35614,1.000000000,1.000000000,1.000000000,1.000000000
07474,35614,1.000000000,1.000000000,1.000000000,1.000000000
07480,35614,1.000000000,1.000000000,1.000000000,1.000000000
07481,35614,1.000000000,1.000000000,1.000000000,1.000000000
07495,35614,1.000000000,1.000000000,1.000000000,1.000000000
07501,35614,1.000000000,1.000000000,1.000000000,1.000000000
07502,35614,1.000000000,1.000000000,1.000000000,1.000000000
07503,35614,1.000000000,1.000000000,1.000000000,1.000000000
07504,35614,1.000000000,1.000000000,1.000000000,1.000000000
07505,35614,1.000000000,1.000000000,1.000000000,1.000000000
07506,35614,1.000000000,1.000000000,1.000000000,1.000000000
07507,35614,1.000000000,1.000000000,1.000000000,1.000000000
07508,35614,1.000000000,1.000000000,1.000000000,1.000000000
07509,35614,1.000000000,1.000000000,1.000000000,1.000000000
07510,35614,0.000000000,1.000000000,0.000000000,1.000000000
07511,35614,1.000000000,1.000000000,1.000000000,1.000000000
07512,35614,1.000000000,1.000000000,1.000000000,1.000000000
07513,35614,1.000000000,1.000000000,1.000000000,1.000000000
07514,35614,1.000000000,1.000000000,1.000000000,1.000000000
07522,35614,1.000000000,1.000000000,1.000000000,1.000000000
07524,35614,1.000000000,1.000000000,1.000000000,1.000000000
07538,35614,1.000000000,1.000000000,1.000000000,1.000000000
07543,35614,1.000000000,1.000000000,1.000000000,1.000000000
